ID,Año_del_hecho,Sexo_de_la_victima,Grupo_de_edad_de_la_victima,Mes_del_hecho,Dia_del_hecho,Departamento_del_hecho,Municipio_del_hecho,Lesion_fatal_de_causa_externa,Estado
82,2016,Hombre,(30 a 34),Enero,Viernes,Atlántico,Malambo,Violenta - Homicidios,Datos definitivos
83,2016,Hombre,(60 a 64),Enero,Viernes,Atlántico,Barranquilla,Violenta - Homicidios,Datos definitivos
84,2016,Hombre,(35 a 39),Enero,Viernes,Atlántico,Barranquilla,Violenta - Homicidios,Datos definitivos
85,2016,Hombre,(40 a 44),Enero,Viernes,Atlántico,Barranquilla,Violenta - Homicidios,Datos definitivos
86,2016,Hombre,(25 a 29),Enero,Sábado,Atlántico,Barranquilla,Violenta - Homicidios,Datos definitivos
87,2016,Hombre,(20 a 24),Enero,Sábado,Atlántico,Barranquilla,Violenta - Homicidios,Datos definitivos
88,2016,Hombre,(20 a 24),Enero,Domingo,Atlántico,Soledad,Violenta - Homicidios,Datos definitivos
89,2016,Hombre,(18 a 19),Enero,Domingo,Atlántico,Soledad,Violenta - Homicidios,Datos definitivos
90,2016,Hombre,(18 a 19),Enero,Lunes,Atlántico,Barranquilla,Violenta - Homicidios,Datos definitivos
91,2016,Hombre,(20 a 24),Enero,Lunes,Atlántico,Barranquilla,Violenta - Homicidios,Datos definitivos
92,2016,Hombre,(20 a 24),Enero,Domingo,Atlántico,Barranquilla,Violenta - Homicidios,Datos definitivos
93,2016,Hombre,(15 a 17),Enero,Lunes,Atlántico,Barranquilla,Violenta - Homicidios,Datos definitivos
94,2016,Hombre,(35 a 39),Enero,Viernes,Atlántico,Barranquilla,Violenta - Homicidios,Datos definitivos
95,2016,Mujer,(40 a 44),Enero,Viernes,Atlántico,Barranquilla,Violenta - Homicidios,Datos definitivos
96,2016,Hombre,(20 a 24),Enero,Viernes,Atlántico,Soledad,Violenta - Homicidios,Datos definitivos
97,2016,Hombre,(25 a 29),Enero,Sábado,Atlántico,Barranquilla,Violenta - Homicidios,Datos definitivos
98,2016,Mujer,(15 a 17),Enero,Domingo,Atlántico,Soledad,Violenta - Homicidios,Datos definitivos
99,2016,Hombre,(30 a 34),Enero,Domingo,Atlántico,Barranquilla,Violenta - Homicidios,Datos definitivos
100,2016,Hombre,(18 a 19),Enero,Lunes,Atlántico,Barranquilla,Violenta - Homicidios,Datos definitivos
101,2016,Hombre,(20 a 24),Enero,Domingo,Atlántico,Barranquilla,Violenta - Homicidios,Datos definitivos
102,2016,Hombre,(15 a 17),Enero,Martes,Atlántico,Soledad,Violenta - Homicidios,Datos definitivos
103,2016,Hombre,(25 a 29),Enero,Miércoles,Atlántico,Soledad,Violenta - Homicidios,Datos definitivos
104,2016,Hombre,(25 a 29),Enero,Miércoles,Atlántico,Soledad,Violenta - Homicidios,Datos definitivos
105,2016,Hombre,(20 a 24),Enero,Martes,Atlántico,Malambo,Violenta - Homicidios,Datos definitivos
106,2016,Hombre,(40 a 44),Enero,Lunes,Atlántico,Barranquilla,Violenta - Homicidios,Datos definitivos
107,2016,Hombre,(30 a 34),Enero,Jueves,Atlántico,Barranquilla,Violenta - Homicidios,Datos definitivos
108,2016,Hombre,(30 a 34),Enero,Jueves,Atlántico,Soledad,Violenta - Homicidios,Datos definitivos
109,2016,Mujer,(10 a 14),Enero,Jueves,Atlántico,Soledad,Violenta - Homicidios,Datos definitivos
110,2016,Hombre,(30 a 34),Enero,Domingo,Atlántico,Soledad,Violenta - Homicidios,Datos definitivos
111,2016,Hombre,(30 a 34),Enero,Domingo,Atlántico,Soledad,Violenta - Homicidios,Datos definitivos
112,2016,Hombre,(35 a 39),Enero,Domingo,Atlántico,Barranquilla,Violenta - Homicidios,Datos definitivos
113,2016,Hombre,(25 a 29),Enero,Domingo,Antioquia,San Pedro de los Milagros,Violenta - Homicidios,Datos definitivos
114,2016,Hombre,(50 a 54),Enero,Viernes,Antioquia,San Jerónimo,Violenta - Homicidios,Datos definitivos
115,2016,Hombre,(15 a 17),Enero,Miércoles,Santander,El Playón,Violenta - Homicidios,Datos definitivos
116,2016,Hombre,(30 a 34),Enero,Jueves,Santander,Bucaramanga,Violenta - Homicidios,Datos definitivos
117,2016,Hombre,(30 a 34),Enero,Lunes,Santander,Cimitarra,Violenta - Homicidios,Datos definitivos
118,2016,Hombre,(25 a 29),Enero,Domingo,Santander,Bucaramanga,Violenta - Homicidios,Datos definitivos
119,2016,Hombre,(40 a 44),Enero,Miércoles,Santander,Bucaramanga,Violenta - Homicidios,Datos definitivos
120,2016,Hombre,(15 a 17),Enero,Viernes,Arauca,Tame,Violenta - Homicidios,Datos definitivos
121,2016,Hombre,(20 a 24),Enero,Viernes,Bolívar,San Pablo,Violenta - Homicidios,Datos definitivos
122,2016,Hombre,(25 a 29),Enero,Domingo,Santander,Bucaramanga,Violenta - Homicidios,Datos definitivos
123,2016,Hombre,(30 a 34),Enero,Domingo,Santander,Bucaramanga,Violenta - Homicidios,Datos definitivos
124,2016,Hombre,(18 a 19),Enero,Martes,Santander,Bucaramanga,Violenta - Homicidios,Datos definitivos
125,2016,Mujer,(25 a 29),Enero,Jueves,Santander,Bucaramanga,Violenta - Homicidios,Datos definitivos
126,2016,Hombre,(25 a 29),Enero,Miércoles,Santander,Floridablanca,Violenta - Homicidios,Datos definitivos
127,2016,Hombre,(25 a 29),Enero,Sábado,Santander,Bucaramanga,Violenta - Homicidios,Datos definitivos
128,2016,Hombre,(35 a 39),Enero,Lunes,Valle del Cauca,Buenaventura,Violenta - Homicidios,Datos definitivos
129,2016,Hombre,(18 a 19),Enero,Miércoles,Valle del Cauca,Buenaventura,Violenta - Homicidios,Datos definitivos
130,2016,Hombre,(25 a 29),Enero,Lunes,Valle del Cauca,Buenaventura,Violenta - Homicidios,Datos definitivos
131,2016,Hombre,(30 a 34),Enero,Martes,Valle del Cauca,Buenaventura,Violenta - Homicidios,Datos definitivos
132,2016,Hombre,(50 a 54),Enero,Jueves,Valle del Cauca,Buenaventura,Violenta - Homicidios,Datos definitivos
133,2016,Hombre,(20 a 24),Enero,Domingo,Valle del Cauca,Buenaventura,Violenta - Homicidios,Datos definitivos
134,2016,Hombre,(15 a 17),Enero,Domingo,Valle del Cauca,Buenaventura,Violenta - Homicidios,Datos definitivos
135,2016,Hombre,(20 a 24),Enero,Viernes,Valle del Cauca,Guacarí,Violenta - Homicidios,Datos definitivos
136,2016,Hombre,(40 a 44),Enero,Domingo,Valle del Cauca,Guadalajara de Buga,Violenta - Homicidios,Datos definitivos
137,2016,Hombre,(40 a 44),Enero,Martes,Valle del Cauca,Guadalajara de Buga,Violenta - Homicidios,Datos definitivos
138,2016,Hombre,(35 a 39),Enero,Jueves,Valle del Cauca,Calima,Violenta - Homicidios,Datos definitivos
139,2016,Hombre,(18 a 19),Enero,Sábado,Valle del Cauca,Calima,Violenta - Homicidios,Datos definitivos
140,2016,Hombre,(50 a 54),Enero,Lunes,Valle del Cauca,Guacarí,Violenta - Homicidios,Datos definitivos
141,2016,Hombre,(15 a 17),Enero,Lunes,Valle del Cauca,Guacarí,Violenta - Homicidios,Datos definitivos
142,2016,Hombre,(30 a 34),Enero,Sábado,Valle del Cauca,Yotoco,Violenta - Homicidios,Datos definitivos
143,2016,Hombre,(18 a 19),Enero,Martes,Valle del Cauca,Guadalajara de Buga,Violenta - Homicidios,Datos definitivos
144,2016,Hombre,(15 a 17),Enero,Jueves,Valle del Cauca,Calima,Violenta - Homicidios,Datos definitivos
145,2016,Hombre,(55 a 59),Enero,Sábado,Valle del Cauca,Guadalajara de Buga,Violenta - Homicidios,Datos definitivos
146,2016,Hombre,(15 a 17),Enero,Domingo,Antioquia,Caicedo,Violenta - Homicidios,Datos definitivos
147,2016,Hombre,(20 a 24),Enero,Sábado,Valle del Cauca,Caicedonia,Violenta - Homicidios,Datos definitivos
148,2016,Hombre,(60 a 64),Enero,Domingo,Valle del Cauca,Sevilla,Violenta - Homicidios,Datos definitivos
149,2016,Hombre,(80 y más),Enero,Jueves,Valle del Cauca,Caicedonia,Violenta - Homicidios,Datos definitivos
150,2016,Hombre,(30 a 34),Enero,Domingo,Valle del Cauca,Sevilla,Violenta - Homicidios,Datos definitivos
151,2016,Hombre,(40 a 44),Enero,Viernes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
152,2016,Hombre,(15 a 17),Enero,Viernes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
153,2016,Hombre,(20 a 24),Enero,Viernes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
154,2016,Hombre,(40 a 44),Enero,Viernes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
155,2016,Hombre,(15 a 17),Enero,Viernes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
156,2016,Hombre,(20 a 24),Enero,Viernes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
157,2016,Mujer,(30 a 34),Enero,Viernes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
158,2016,Hombre,(50 a 54),Enero,Viernes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
159,2016,Hombre,(20 a 24),Enero,Viernes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
160,2016,Hombre,(20 a 24),Enero,Viernes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
161,2016,Hombre,(25 a 29),Enero,Viernes,Valle del Cauca,Jamundí,Violenta - Homicidios,Datos definitivos
162,2016,Hombre,(25 a 29),Enero,Viernes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
163,2016,Hombre,(25 a 29),Enero,Viernes,Valle del Cauca,Yumbo,Violenta - Homicidios,Datos definitivos
164,2016,Hombre,(40 a 44),Enero,Viernes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
165,2016,Hombre,(20 a 24),Enero,Viernes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
166,2016,Hombre,(30 a 34),Enero,Viernes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
167,2016,Hombre,(20 a 24),Enero,Sábado,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
168,2016,Hombre,(30 a 34),Enero,Domingo,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
169,2016,Hombre,(15 a 17),Enero,Sábado,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
170,2016,Hombre,(35 a 39),Enero,Lunes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
171,2016,Hombre,(20 a 24),Enero,Lunes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
172,2016,Hombre,(18 a 19),Enero,Lunes,Valle del Cauca,Jamundí,Violenta - Homicidios,Datos definitivos
173,2016,Hombre,(35 a 39),Enero,Martes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
174,2016,Mujer,(15 a 17),Enero,Martes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
175,2016,Hombre,(20 a 24),Enero,Martes,Valle del Cauca,Yumbo,Violenta - Homicidios,Datos definitivos
176,2016,Hombre,(35 a 39),Enero,Martes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
177,2016,Hombre,(40 a 44),Enero,Miércoles,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
178,2016,Hombre,(20 a 24),Enero,Miércoles,Valle del Cauca,Jamundí,Violenta - Homicidios,Datos definitivos
179,2016,Hombre,(25 a 29),Enero,Miércoles,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
180,2016,Hombre,(35 a 39),Enero,Sábado,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
181,2016,Hombre,(20 a 24),Enero,Martes,Valle del Cauca,Yumbo,Violenta - Homicidios,Datos definitivos
182,2016,Mujer,(20 a 24),Enero,Miércoles,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
183,2016,Hombre,(20 a 24),Enero,Miércoles,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
184,2016,Hombre,(18 a 19),Enero,Jueves,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
185,2016,Mujer,(25 a 29),Enero,Jueves,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
186,2016,Mujer,(20 a 24),Enero,Jueves,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
187,2016,Hombre,(20 a 24),Enero,Jueves,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
188,2016,Hombre,(35 a 39),Enero,Jueves,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
189,2016,Hombre,(20 a 24),Enero,Viernes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
190,2016,Hombre,(25 a 29),Enero,Viernes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
191,2016,Hombre,(35 a 39),Enero,Viernes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
192,2016,Hombre,(30 a 34),Enero,Viernes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
193,2016,Hombre,(20 a 24),Enero,Viernes,Cauca,Santander de Quilichao,Violenta - Homicidios,Datos definitivos
194,2016,Hombre,(10 a 14),Enero,Lunes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
195,2016,Hombre,(18 a 19),Enero,Sábado,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
196,2016,Mujer,(20 a 24),Enero,Domingo,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
197,2016,Hombre,(35 a 39),Enero,Domingo,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
198,2016,Hombre,(25 a 29),Enero,Domingo,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
199,2016,Hombre,(45 a 49),Enero,Sábado,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
200,2016,Hombre,(25 a 29),Enero,Domingo,Valle del Cauca,Yumbo,Violenta - Homicidios,Datos definitivos
201,2016,Hombre,(40 a 44),Enero,Lunes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
202,2016,Hombre,(30 a 34),Enero,Lunes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
203,2016,Hombre,(20 a 24),Enero,Lunes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
204,2016,Hombre,(45 a 49),Enero,Martes,Valle del Cauca,Jamundí,Violenta - Homicidios,Datos definitivos
205,2016,Hombre,(18 a 19),Enero,Martes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
206,2016,Hombre,(20 a 24),Enero,Martes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
207,2016,Hombre,(25 a 29),Enero,Martes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
208,2016,Mujer,(20 a 24),Enero,Martes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
209,2016,Hombre,(35 a 39),Enero,Martes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
210,2016,Hombre,(25 a 29),Enero,Martes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
211,2016,Hombre,(18 a 19),Enero,Martes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
212,2016,Hombre,(18 a 19),Enero,Martes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
213,2016,Hombre,(15 a 17),Enero,Miércoles,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
214,2016,Hombre,(65 a 69),Enero,Miércoles,Cauca,Guachené,Violenta - Homicidios,Datos definitivos
215,2016,Hombre,(30 a 34),Enero,Miércoles,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
216,2016,Hombre,(20 a 24),Enero,Miércoles,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
217,2016,Hombre,(25 a 29),Enero,Martes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
218,2016,Hombre,(20 a 24),Enero,Miércoles,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
219,2016,Hombre,(20 a 24),Enero,Domingo,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
220,2016,Hombre,(25 a 29),Enero,Miércoles,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
221,2016,Hombre,(25 a 29),Enero,Jueves,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
222,2016,Hombre,(15 a 17),Enero,Jueves,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
223,2016,Hombre,(15 a 17),Enero,Jueves,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
224,2016,Hombre,(30 a 34),Enero,Jueves,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
225,2016,Hombre,(35 a 39),Enero,Jueves,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
226,2016,Hombre,(55 a 59),Enero,Jueves,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
227,2016,Hombre,(40 a 44),Enero,Viernes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
228,2016,Mujer,(35 a 39),Enero,Viernes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
229,2016,Hombre,(40 a 44),Enero,Viernes,Valle del Cauca,Jamundí,Violenta - Homicidios,Datos definitivos
230,2016,Hombre,(20 a 24),Enero,Sábado,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
231,2016,Hombre,(15 a 17),Enero,Domingo,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
232,2016,Hombre,(20 a 24),Enero,Domingo,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
233,2016,Hombre,(40 a 44),Enero,Domingo,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
234,2016,Hombre,(40 a 44),Enero,Domingo,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
235,2016,Hombre,(45 a 49),Enero,Domingo,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
236,2016,Hombre,(20 a 24),Enero,Domingo,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
237,2016,Hombre,(20 a 24),Enero,Domingo,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
238,2016,Hombre,(35 a 39),Enero,Domingo,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
239,2016,Hombre,(30 a 34),Enero,Domingo,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
240,2016,Mujer,(20 a 24),Enero,Domingo,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
241,2016,Hombre,(20 a 24),Enero,Lunes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
242,2016,Hombre,(18 a 19),Enero,Lunes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
243,2016,Hombre,(20 a 24),Enero,Lunes,Valle del Cauca,Yumbo,Violenta - Homicidios,Datos definitivos
244,2016,Hombre,(70 a 74),Enero,Lunes,Valle del Cauca,Yumbo,Violenta - Homicidios,Datos definitivos
245,2016,Hombre,(20 a 24),Enero,Sábado,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
246,2016,Hombre,(10 a 14),Enero,Lunes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
247,2016,Mujer,(20 a 24),Enero,Lunes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
248,2016,Hombre,(30 a 34),Enero,Martes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
249,2016,Hombre,(50 a 54),Enero,Martes,Valle del Cauca,Candelaria,Violenta - Homicidios,Datos definitivos
250,2016,Hombre,(20 a 24),Enero,Martes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
251,2016,Hombre,(15 a 17),Enero,Martes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
252,2016,Hombre,(35 a 39),Enero,Martes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
253,2016,Hombre,(20 a 24),Enero,Martes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
254,2016,Hombre,(20 a 24),Enero,Martes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
255,2016,Hombre,(20 a 24),Enero,Miércoles,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
256,2016,Hombre,(30 a 34),Enero,Miércoles,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
257,2016,Hombre,(25 a 29),Enero,Jueves,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
258,2016,Hombre,(25 a 29),Enero,Jueves,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
259,2016,Hombre,(50 a 54),Enero,Jueves,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
260,2016,Hombre,(35 a 39),Enero,Jueves,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
261,2016,Hombre,(70 a 74),Enero,Viernes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
262,2016,Hombre,(40 a 44),Enero,Viernes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
263,2016,Hombre,(15 a 17),Enero,Miércoles,Cauca,Puerto Tejada,Violenta - Homicidios,Datos definitivos
264,2016,Hombre,(25 a 29),Enero,Viernes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
265,2016,Hombre,(15 a 17),Enero,Viernes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
266,2016,Hombre,(20 a 24),Enero,Viernes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
267,2016,Hombre,(15 a 17),Enero,Sábado,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
268,2016,Hombre,(18 a 19),Enero,Viernes,Valle del Cauca,Yumbo,Violenta - Homicidios,Datos definitivos
269,2016,Hombre,(30 a 34),Enero,Sábado,Cauca,Miranda,Violenta - Homicidios,Datos definitivos
270,2016,Hombre,(40 a 44),Enero,Sábado,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
271,2016,Mujer,(40 a 44),Enero,Sábado,Valle del Cauca,Jamundí,Violenta - Homicidios,Datos definitivos
272,2016,Hombre,(15 a 17),Enero,Sábado,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
273,2016,Hombre,(60 a 64),Enero,Sábado,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
274,2016,Mujer,(30 a 34),Enero,Sábado,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
275,2016,Hombre,(20 a 24),Enero,Domingo,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
276,2016,Hombre,(18 a 19),Enero,Domingo,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
277,2016,Hombre,(18 a 19),Enero,Sábado,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
278,2016,Mujer,(20 a 24),Enero,Domingo,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
279,2016,Hombre,(20 a 24),Enero,Sábado,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
280,2016,Mujer,(25 a 29),Enero,Sábado,Valle del Cauca,Jamundí,Violenta - Homicidios,Datos definitivos
281,2016,Mujer,(55 a 59),Enero,Domingo,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
282,2016,Hombre,(30 a 34),Enero,Domingo,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
283,2016,Hombre,(30 a 34),Enero,Domingo,Valle del Cauca,Yumbo,Violenta - Homicidios,Datos definitivos
284,2016,Hombre,(25 a 29),Enero,Domingo,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
285,2016,Hombre,(35 a 39),Enero,Domingo,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
286,2016,Hombre,(20 a 24),Enero,Domingo,Valle del Cauca,Yumbo,Violenta - Homicidios,Datos definitivos
287,2016,Mujer,(20 a 24),Enero,Sábado,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
288,2016,Hombre,(70 a 74),Enero,Domingo,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
289,2016,Hombre,(20 a 24),Enero,Viernes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
290,2016,Hombre,(30 a 34),Enero,Lunes,Valle del Cauca,Yumbo,Violenta - Homicidios,Datos definitivos
291,2016,Hombre,(35 a 39),Enero,Lunes,Valle del Cauca,Jamundí,Violenta - Homicidios,Datos definitivos
292,2016,Hombre,(35 a 39),Enero,Martes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
293,2016,Hombre,(20 a 24),Enero,Miércoles,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
294,2016,Hombre,(35 a 39),Enero,Miércoles,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
295,2016,Hombre,(20 a 24),Enero,Miércoles,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
296,2016,Hombre,(15 a 17),Enero,Jueves,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
297,2016,Hombre,(25 a 29),Enero,Miércoles,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
298,2016,Hombre,(20 a 24),Enero,Jueves,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
299,2016,Hombre,(15 a 17),Enero,Jueves,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
300,2016,Hombre,(15 a 17),Enero,Jueves,Valle del Cauca,Yumbo,Violenta - Homicidios,Datos definitivos
301,2016,Hombre,(25 a 29),Enero,Jueves,Valle del Cauca,Yumbo,Violenta - Homicidios,Datos definitivos
302,2016,Hombre,(18 a 19),Enero,Viernes,Valle del Cauca,Buenaventura,Violenta - Homicidios,Datos definitivos
303,2016,Hombre,(30 a 34),Enero,Viernes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
304,2016,Hombre,(45 a 49),Enero,Viernes,Valle del Cauca,Yumbo,Violenta - Homicidios,Datos definitivos
305,2016,Hombre,(20 a 24),Enero,Viernes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
306,2016,Hombre,(18 a 19),Enero,Viernes,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
307,2016,Hombre,(25 a 29),Enero,Sábado,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
308,2016,Hombre,(30 a 34),Enero,Miércoles,Cauca,Santander de Quilichao,Violenta - Homicidios,Datos definitivos
309,2016,Hombre,(15 a 17),Enero,Sábado,Valle del Cauca,Vijes,Violenta - Homicidios,Datos definitivos
310,2016,Hombre,(20 a 24),Enero,Viernes,Cauca,Santander de Quilichao,Violenta - Homicidios,Datos definitivos
311,2016,Hombre,(20 a 24),Enero,Domingo,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
312,2016,Hombre,(18 a 19),Enero,Miércoles,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
313,2016,Hombre,(18 a 19),Enero,Domingo,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
314,2016,Hombre,(15 a 17),Enero,Domingo,Valle del Cauca,Cali,Violenta - Homicidios,Datos definitivos
315,2016,Mujer,(15 a 17),Enero,Viernes,Bolívar,El Carmen de Bolívar,Violenta - Homicidios,Datos definitivos
316,2016,Hombre,(25 a 29),Enero,Viernes,Bolívar,Arjona,Violenta - Homicidios,Datos definitivos
317,2016,Hombre,(25 a 29),Enero,Viernes,Bolívar,Arjona,Violenta - Homicidios,Datos definitivos
318,2016,Hombre,(25 a 29),Enero,Viernes,Bolívar,Cartagena de Indias,Violenta - Homicidios,Datos definitivos
319,2016,Hombre,(18 a 19),Enero,Viernes,Bolívar,Turbaco,Violenta - Homicidios,Datos definitivos
